EmployeeID,Department,Region_Employment,Education Level,Gender,Recruitment Channel,NO_Trainings_LstYear,Age,previous_year_rating,Service Length,Awards,Avg_Training_Score,Is Promoted
51114,Operations,region_8,Bachelor's,m,sourcing,1,31.0,3.0,6,NO,,NO
76980,Operations,region_7,Master's & above,m,other,1,31.0,5.0,8,NO,66.0,NO
13989,Operations,region_16,Bachelor's,f,other,2,26.0,,1,YES,,NO
19484,Technology,region_7,Bachelor's,m,other,1,39.0,5.0,8,NO,80.0,NO
31852,Analytics,region_8,Bachelor's,m,,1,30.0,1.0,2,NO,85.0,NO
4345,HR,region_26,Bachelor's,m,,1,29.0,3.0,5,NO,48.0,NO
68504,Legal,region_22,Bachelor's,m,other,1,31.0,4.0,4,NO,60.0,NO
22426,Legal,region_11,Bachelor's,m,sourcing,1,29.0,,1,NO,64.0,NO
14002,Procurement,region_2,Master's & above,f,,1,0.0,3.0,6,NO,74.0,NO
40568,Analytics,region_31,Bachelor's,m,sourcing,2,25.0,3.0,2,NO,81.0,NO
21165,Procurement,region_2,Master's & above,f,other,1,55.0,3.0,7,NO,73.0,NO
31171,Procurement,region_2,Master's & above,f,other,2,51.0,3.0,7,NO,65.0,NO
34662,Legal,region_22,Bachelor's,m,,3,28.0,,1,NO,59.0,NO
16329,Technology,region_23,Master's & above,m,,1,32.0,5.0,7,NO,78.0,NO
52084,Technology,region_2,Master's & above,f,,1,39.0,2.0,5,NO,81.0,NO
27414,Operations,region_26,Master's & above,m,other,1,32.0,3.0,5,NO,63.0,NO
51824,Technology,region_26,Master's & above,m,other,1,34.0,3.0,5,NO,82.0,NO
27183,HR,region_2,Bachelor's,f,,1,30.0,3.0,2,NO,51.0,NO
47137,Sales & Marketing,region_13,Bachelor's,m,other,1,29.0,3.0,2,NO,47.0,NO
38128,Technology,region_26,Bachelor's,m,sourcing,1,48.0,4.0,8,NO,79.0,NO
60975,HR,region_23,Master's & above,m,,1,37.0,1.0,11,NO,47.0,NO
57259,Technology,region_7,Master's & above,m,other,2,37.0,3.0,5,YES,94.0,YES
63734,Procurement,region_17,Master's & above,f,other,1,49.0,3.0,5,NO,69.0,NO
12781,Analytics,region_28,Bachelor's,m,other,3,30.0,3.0,5,NO,84.0,NO
54652,Operations,region_22,Master's & above,m,sourcing,1,43.0,3.0,12,NO,58.0,NO
70359,Sales & Marketing,region_2,Bachelor's,m,other,3,30.0,2.0,6,NO,53.0,NO
1384,Technology,region_2,Bachelor's,f,,1,25.0,2.0,3,NO,79.0,NO
77259,Analytics,region_22,Bachelor's,m,other,1,45.0,3.0,6,NO,85.0,NO
13647,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,33.0,5.0,7,NO,49.0,NO
15449,Analytics,region_7,Bachelor's,m,sourcing,1,33.0,5.0,7,NO,87.0,NO
7704,Operations,region_5,Bachelor's,m,other,1,39.0,4.0,7,NO,57.0,NO
48523,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,29.0,2.0,3,NO,49.0,NO
31448,Technology,region_2,Bachelor's,m,referred,1,29.0,5.0,4,NO,78.0,NO
20694,Analytics,region_7,Bachelor's,m,other,1,36.0,3.0,8,NO,80.0,NO
75223,Operations,region_22,Bachelor's,f,sourcing,1,38.0,4.0,9,NO,72.0,YES
14413,Sales & Marketing,region_1,Bachelor's,m,other,1,42.0,5.0,8,NO,58.0,NO
44689,Operations,region_22,Master's & above,f,other,1,46.0,1.0,12,NO,55.0,NO
1713,Sales & Marketing,region_13,Bachelor's,m,other,1,35.0,3.0,6,NO,49.0,NO
28879,Operations,region_11,Bachelor's,m,sourcing,1,0.0,1.0,4,NO,58.0,NO
49139,Operations,region_22,Bachelor's,f,,3,28.0,4.0,3,NO,62.0,NO
55609,Finance,region_28,Bachelor's,f,sourcing,1,30.0,5.0,7,NO,60.0,YES
15450,Sales & Marketing,region_32,Bachelor's,m,,1,31.0,5.0,7,NO,50.0,NO
30953,Sales & Marketing,region_31,Bachelor's,f,other,1,27.0,1.0,4,NO,53.0,NO
899,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,36.0,3.0,4,NO,54.0,NO
41161,Operations,region_22,Bachelor's,m,other,1,40.0,5.0,3,YES,60.0,YES
77705,Sales & Marketing,region_7,Bachelor's,m,other,1,50.0,5.0,6,NO,48.0,NO
18655,Operations,region_19,Master's & above,m,other,1,40.0,3.0,2,NO,57.0,NO
75606,Technology,region_13,Master's & above,m,sourcing,1,35.0,4.0,2,NO,80.0,NO
53595,Finance,region_13,Bachelor's,m,sourcing,1,28.0,,1,NO,60.0,NO
73403,Technology,region_22,Bachelor's,m,other,1,32.0,1.0,4,NO,75.0,NO
35205,Operations,region_2,Bachelor's,m,other,2,54.0,5.0,6,NO,60.0,NO
75051,Operations,region_5,Bachelor's,m,,1,29.0,5.0,3,NO,58.0,YES
6881,Sales & Marketing,region_1,Bachelor's,m,other,1,32.0,5.0,3,NO,46.0,NO
52330,Operations,region_12,Bachelor's,m,sourcing,1,27.0,5.0,5,NO,57.0,NO
54436,Analytics,region_29,Bachelor's,f,sourcing,1,28.0,5.0,4,NO,81.0,NO
22632,Analytics,region_7,Bachelor's,m,sourcing,2,36.0,5.0,7,NO,83.0,NO
69421,Procurement,region_6,Bachelor's,f,other,1,36.0,1.0,10,NO,69.0,NO
61852,Operations,region_32,Bachelor's,f,sourcing,1,32.0,4.0,8,NO,65.0,NO
56559,Operations,region_27,Master's & above,m,other,1,41.0,4.0,11,NO,62.0,NO
7378,Sales & Marketing,region_13,Master's & above,m,sourcing,1,31.0,4.0,4,NO,48.0,NO
47793,Finance,region_2,Below Secondary,m,sourcing,3,21.0,3.0,2,NO,60.0,NO
4752,Procurement,region_2,Bachelor's,f,other,1,59.0,2.0,15,NO,66.0,NO
63427,Sales & Marketing,region_23,Master's & above,m,other,1,41.0,3.0,8,NO,51.0,NO
50703,Procurement,region_31,Bachelor's,f,other,1,31.0,3.0,8,NO,69.0,NO
14799,Operations,region_25,Bachelor's,f,sourcing,1,27.0,3.0,2,NO,57.0,NO
7716,Finance,region_31,Bachelor's,m,sourcing,3,41.0,3.0,3,NO,60.0,NO
67332,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,30.0,5.0,6,NO,49.0,NO
853,HR,region_22,Bachelor's,m,,1,29.0,3.0,5,NO,55.0,NO
51850,Sales & Marketing,region_12,Bachelor's,m,,1,45.0,3.0,6,NO,47.0,NO
17333,Procurement,region_2,Bachelor's,f,sourcing,1,31.0,5.0,7,NO,69.0,NO
36481,Operations,region_4,Bachelor's,m,sourcing,1,26.0,4.0,2,NO,55.0,NO
57758,Technology,region_6,Bachelor's,m,,1,32.0,3.0,3,NO,76.0,NO
52703,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,38.0,1.0,3,NO,,NO
41766,Operations,region_15,Bachelor's,m,other,1,31.0,3.0,7,NO,,NO
15864,HR,region_26,Bachelor's,f,other,1,26.0,3.0,3,NO,47.0,NO
62339,HR,region_23,Bachelor's,m,other,1,31.0,3.0,6,NO,51.0,NO
22571,Sales & Marketing,region_2,Master's & above,f,other,1,39.0,3.0,11,NO,50.0,NO
48528,Procurement,region_2,Master's & above,f,sourcing,1,46.0,3.0,13,NO,69.0,YES
39514,Analytics,region_30,Bachelor's,m,other,1,29.0,5.0,3,NO,86.0,YES
52026,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,44.0,2.0,4,NO,48.0,NO
25128,Analytics,region_22,Bachelor's,m,other,1,36.0,4.0,3,NO,88.0,NO
68387,Operations,region_28,Bachelor's,f,,1,28.0,3.0,5,NO,58.0,NO
11725,Sales & Marketing,region_2,Master's & above,f,,1,46.0,3.0,3,NO,49.0,NO
56074,Procurement,region_29,Bachelor's,m,sourcing,1,35.0,5.0,2,NO,69.0,NO
73212,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,29.0,4.0,2,NO,49.0,NO
19117,HR,region_22,Master's & above,f,other,1,36.0,5.0,13,NO,52.0,NO
52509,Finance,region_2,Bachelor's,m,sourcing,1,31.0,4.0,4,NO,63.0,NO
53490,Sales & Marketing,region_13,Bachelor's,m,,1,37.0,3.0,8,NO,53.0,NO
54827,Sales & Marketing,region_28,,m,other,1,36.0,2.0,4,NO,48.0,NO
55894,Procurement,region_27,Bachelor's,m,,1,31.0,3.0,5,NO,69.0,NO
51061,Technology,region_2,Bachelor's,f,other,3,33.0,1.0,9,NO,76.0,NO
18352,Technology,region_16,Bachelor's,m,sourcing,1,26.0,3.0,3,NO,79.0,NO
52432,Finance,region_3,Bachelor's,m,other,2,28.0,1.0,5,YES,66.0,NO
52614,Technology,region_7,Bachelor's,f,sourcing,1,34.0,3.0,4,NO,83.0,NO
23297,Legal,region_2,Bachelor's,m,other,1,52.0,5.0,2,NO,55.0,NO
38343,HR,region_32,Bachelor's,f,other,1,32.0,1.0,5,NO,51.0,NO
48421,Technology,region_2,Below Secondary,f,,1,23.0,,1,NO,76.0,NO
11757,Finance,region_11,Bachelor's,f,other,1,29.0,4.0,9,NO,58.0,NO
55559,HR,region_28,Bachelor's,m,sourcing,1,31.0,5.0,3,NO,52.0,NO
32971,Operations,region_2,Bachelor's,f,sourcing,1,39.0,4.0,5,NO,58.0,NO
4918,Sales & Marketing,region_12,Bachelor's,f,other,1,26.0,5.0,3,NO,54.0,NO
38347,Procurement,region_17,Bachelor's,m,sourcing,1,31.0,3.0,9,NO,73.0,NO
36565,,region_27,Master's & above,m,other,1,38.0,4.0,12,NO,59.0,NO
19348,Sales & Marketing,region_6,Bachelor's,m,,1,38.0,4.0,9,NO,48.0,NO
32863,Procurement,region_2,Bachelor's,m,sourcing,1,53.0,2.0,4,NO,72.0,NO
28872,HR,region_32,Bachelor's,m,other,1,30.0,3.0,5,NO,57.0,NO
14132,Analytics,region_2,Bachelor's,m,other,2,41.0,2.0,13,NO,82.0,YES
26382,Sales & Marketing,region_2,,m,referred,1,25.0,5.0,2,NO,46.0,NO
16788,HR,region_2,Bachelor's,m,,1,46.0,4.0,15,NO,47.0,NO
5286,Technology,region_23,Bachelor's,m,,1,26.0,4.0,2,NO,78.0,NO
7945,Technology,region_13,Bachelor's,f,sourcing,2,33.0,2.0,4,NO,79.0,NO
22738,R&D,region_22,Bachelor's,m,sourcing,1,34.0,5.0,5,NO,84.0,NO
64483,Procurement,region_2,Bachelor's,f,other,1,29.0,1.0,3,NO,72.0,NO
20601,Analytics,region_2,,m,,1,28.0,5.0,8,NO,87.0,NO
31727,Procurement,region_13,Bachelor's,m,other,1,34.0,3.0,8,NO,73.0,NO
2363,Procurement,region_4,Master's & above,f,sourcing,1,35.0,4.0,6,NO,63.0,NO
34577,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,26.0,,1,NO,47.0,NO
8908,Procurement,region_7,Master's & above,m,sourcing,2,41.0,3.0,11,NO,69.0,NO
8860,Sales & Marketing,region_7,,m,other,2,25.0,5.0,2,NO,44.0,NO
70361,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,29.0,3.0,2,NO,49.0,NO
48039,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,40.0,3.0,6,NO,49.0,NO
64698,Operations,region_15,Master's & above,m,referred,1,36.0,5.0,8,YES,62.0,NO
12390,Operations,region_24,Bachelor's,m,other,1,27.0,1.0,3,NO,59.0,NO
71704,Operations,region_7,Bachelor's,m,,1,42.0,3.0,4,NO,60.0,NO
18250,Sales & Marketing,region_2,Master's & above,m,sourcing,1,46.0,1.0,15,NO,49.0,NO
29951,Operations,region_7,Bachelor's,m,other,1,25.0,3.0,2,NO,,NO
57380,Operations,region_22,Bachelor's,f,other,1,37.0,3.0,4,NO,62.0,NO
47532,Operations,region_27,Bachelor's,m,other,1,26.0,5.0,3,NO,60.0,NO
59471,Technology,region_7,Bachelor's,m,sourcing,1,41.0,5.0,9,NO,84.0,NO
7578,Procurement,region_4,Master's & above,m,other,1,46.0,4.0,11,NO,70.0,NO
56125,Finance,region_7,Bachelor's,f,other,1,27.0,5.0,3,NO,55.0,NO
76225,Analytics,region_22,Bachelor's,m,referred,2,32.0,3.0,9,NO,81.0,NO
59927,Operations,region_15,Bachelor's,m,other,1,29.0,4.0,3,NO,59.0,NO
74610,Analytics,region_22,Bachelor's,f,other,2,27.0,3.0,4,YES,81.0,YES
37695,Finance,region_2,Bachelor's,f,other,1,48.0,5.0,12,NO,,NO
234,Legal,region_11,Bachelor's,m,sourcing,1,37.0,4.0,10,NO,56.0,NO
32839,Operations,region_19,Master's & above,m,sourcing,1,48.0,3.0,9,NO,,NO
28602,Analytics,region_22,,m,sourcing,2,27.0,3.0,2,NO,83.0,NO
12658,Analytics,region_28,Bachelor's,m,sourcing,1,37.0,2.0,3,NO,83.0,NO
51168,Legal,region_7,Below Secondary,m,sourcing,1,28.0,3.0,2,NO,59.0,NO
48671,Analytics,region_7,Bachelor's,m,,1,35.0,5.0,5,NO,89.0,NO
8253,HR,region_2,Master's & above,m,sourcing,1,45.0,4.0,5,NO,47.0,NO
36154,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,35.0,1.0,4,NO,48.0,NO
15514,Sales & Marketing,region_2,,m,other,1,32.0,4.0,7,NO,50.0,NO
56685,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,27.0,3.0,4,NO,51.0,NO
69079,Operations,region_15,Bachelor's,m,,1,38.0,5.0,9,NO,,NO
1906,Sales & Marketing,region_11,Bachelor's,m,,2,28.0,3.0,3,NO,49.0,NO
15025,Procurement,region_6,Bachelor's,m,other,3,27.0,4.0,3,NO,68.0,YES
1655,Operations,region_22,Bachelor's,m,other,2,30.0,3.0,5,NO,59.0,NO
1771,Technology,region_17,Bachelor's,m,other,1,39.0,4.0,14,NO,88.0,YES
66009,Sales & Marketing,region_2,Bachelor's,m,other,2,31.0,3.0,4,NO,49.0,NO
9699,Technology,region_13,Bachelor's,f,other,1,26.0,1.0,3,NO,77.0,NO
63774,Sales & Marketing,region_2,Bachelor's,f,other,1,31.0,4.0,5,NO,49.0,YES
23788,Technology,region_31,Bachelor's,m,,1,41.0,3.0,4,NO,78.0,NO
28610,Sales & Marketing,region_16,Bachelor's,f,other,1,40.0,4.0,7,NO,,NO
54263,Analytics,region_2,Bachelor's,f,other,2,34.0,4.0,5,NO,83.0,NO
34733,Operations,region_13,Bachelor's,m,other,1,30.0,3.0,5,NO,59.0,NO
2682,Technology,region_5,Bachelor's,m,other,1,33.0,3.0,6,NO,74.0,NO
30417,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,26.0,,1,NO,49.0,NO
14634,Procurement,region_2,Below Secondary,m,other,1,25.0,,1,NO,72.0,NO
4560,Operations,region_15,Master's & above,m,other,1,36.0,1.0,4,NO,58.0,NO
7088,HR,region_2,Master's & above,m,,1,60.0,4.0,3,NO,44.0,NO
73722,Procurement,region_13,Bachelor's,f,sourcing,2,24.0,,1,NO,66.0,NO
77332,Procurement,region_16,Bachelor's,f,,3,30.0,3.0,5,YES,73.0,NO
60744,Operations,region_2,Bachelor's,f,,1,35.0,5.0,10,NO,58.0,NO
12147,Procurement,region_34,Bachelor's,m,,1,29.0,5.0,4,NO,70.0,NO
24140,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,54.0,3.0,14,NO,47.0,NO
71511,Technology,region_2,Bachelor's,m,sourcing,1,31.0,4.0,4,NO,83.0,NO
11201,Analytics,region_11,Bachelor's,m,,1,28.0,5.0,4,NO,85.0,NO
27020,Sales & Marketing,region_7,Master's & above,m,sourcing,2,33.0,3.0,2,NO,52.0,NO
49626,Analytics,region_2,,m,sourcing,1,32.0,5.0,5,NO,85.0,NO
72714,Operations,region_7,Bachelor's,f,other,1,37.0,4.0,9,NO,55.0,NO
40608,Analytics,region_22,Bachelor's,m,sourcing,2,30.0,5.0,9,NO,85.0,NO
23204,Operations,region_2,Bachelor's,f,other,1,31.0,4.0,5,NO,60.0,NO
76387,Operations,region_7,Bachelor's,m,other,1,30.0,1.0,5,NO,59.0,NO
37768,Technology,region_23,Master's & above,m,sourcing,1,34.0,4.0,7,NO,79.0,NO
4599,R&D,region_3,Master's & above,m,sourcing,2,38.0,3.0,3,NO,83.0,NO
65189,Operations,region_29,Bachelor's,f,,1,28.0,3.0,4,NO,60.0,NO
58232,Procurement,region_2,Master's & above,m,,1,31.0,,1,NO,69.0,NO
15197,Technology,region_22,Master's & above,m,sourcing,2,33.0,3.0,6,NO,82.0,NO
74169,Operations,region_16,Bachelor's,m,other,1,36.0,3.0,9,NO,58.0,NO
13182,Sales & Marketing,region_22,Bachelor's,f,other,2,27.0,,1,NO,56.0,NO
74387,Procurement,region_2,Bachelor's,m,sourcing,1,36.0,2.0,9,NO,70.0,NO
19356,Procurement,region_30,Master's & above,m,other,1,33.0,4.0,9,NO,69.0,NO
61723,Sales & Marketing,region_16,Master's & above,m,,1,48.0,3.0,9,NO,44.0,NO
54653,Procurement,region_2,Bachelor's,m,,3,34.0,1.0,3,NO,71.0,NO
46722,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,35.0,4.0,8,NO,49.0,NO
49225,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,32.0,4.0,7,NO,50.0,NO
19081,Sales & Marketing,region_2,,m,,1,58.0,1.0,17,NO,53.0,NO
21715,Operations,region_19,Bachelor's,m,sourcing,1,33.0,4.0,6,NO,57.0,NO
15306,Operations,region_22,Master's & above,f,,1,35.0,3.0,4,YES,96.0,YES
8519,Procurement,region_2,Bachelor's,m,sourcing,1,60.0,3.0,3,NO,72.0,NO
17604,Sales & Marketing,region_15,Bachelor's,m,other,1,31.0,4.0,4,NO,,NO
45945,Operations,region_2,Bachelor's,m,sourcing,1,29.0,5.0,2,NO,63.0,NO
42466,Operations,region_6,Bachelor's,f,other,2,33.0,3.0,3,NO,58.0,NO
48269,Procurement,region_2,Bachelor's,m,other,2,37.0,3.0,9,NO,72.0,NO
37198,Sales & Marketing,region_2,,f,other,1,23.0,3.0,1,NO,46.0,NO
27996,Technology,region_12,Bachelor's,m,,2,26.0,2.0,3,NO,77.0,NO
52865,Legal,region_5,Bachelor's,m,sourcing,1,29.0,3.0,5,NO,,NO
21486,Sales & Marketing,region_22,Master's & above,f,sourcing,1,36.0,1.0,7,NO,54.0,NO
55513,Legal,region_27,Bachelor's,m,other,1,33.0,3.0,4,NO,,NO
1014,Operations,region_2,Bachelor's,f,other,1,32.0,5.0,5,NO,56.0,NO
68506,Procurement,region_2,Bachelor's,m,sourcing,2,51.0,1.0,24,NO,67.0,NO
55670,Procurement,region_2,Bachelor's,m,,1,37.0,3.0,11,NO,70.0,NO
7371,R&D,region_7,Master's & above,m,other,1,35.0,5.0,7,NO,83.0,NO
78258,R&D,region_27,Bachelor's,m,sourcing,2,33.0,3.0,5,NO,88.0,NO
14062,Operations,region_2,Bachelor's,m,sourcing,1,33.0,3.0,5,NO,53.0,NO
31467,Procurement,region_2,Master's & above,m,,1,58.0,4.0,7,NO,68.0,NO
54632,Finance,region_31,Bachelor's,m,sourcing,1,30.0,4.0,2,NO,58.0,NO
28048,Sales & Marketing,region_5,Bachelor's,m,other,1,37.0,2.0,10,NO,49.0,NO
57867,Sales & Marketing,region_26,Bachelor's,m,,2,33.0,1.0,5,NO,50.0,NO
76079,Analytics,region_22,Bachelor's,m,referred,1,29.0,,1,NO,87.0,NO
61413,Technology,region_23,Master's & above,f,sourcing,1,38.0,5.0,10,NO,82.0,NO
64875,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,34.0,1.0,8,NO,53.0,NO
42166,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,38.0,4.0,2,NO,51.0,NO
46076,Operations,region_13,Bachelor's,f,sourcing,1,37.0,5.0,7,NO,59.0,NO
13621,Sales & Marketing,region_25,Bachelor's,m,other,1,29.0,4.0,3,NO,49.0,NO
16856,Sales & Marketing,region_2,Bachelor's,f,,1,60.0,3.0,6,YES,49.0,NO
78272,Sales & Marketing,region_28,Bachelor's,f,other,1,31.0,5.0,2,NO,48.0,NO
8733,R&D,region_7,Bachelor's,m,,1,30.0,4.0,2,NO,87.0,NO
34169,Procurement,region_13,Bachelor's,f,sourcing,1,36.0,3.0,9,NO,66.0,NO
38340,Operations,region_14,Bachelor's,f,other,1,35.0,3.0,10,NO,,NO
23594,R&D,region_26,Bachelor's,m,sourcing,1,41.0,3.0,7,YES,81.0,NO
15643,Technology,region_7,Bachelor's,f,sourcing,1,30.0,3.0,4,NO,89.0,YES
14574,Sales & Marketing,region_9,Bachelor's,f,sourcing,1,29.0,3.0,5,NO,53.0,NO
17036,HR,region_26,Bachelor's,m,other,1,30.0,3.0,5,NO,90.0,YES
39162,Procurement,region_2,Bachelor's,f,sourcing,1,55.0,3.0,8,NO,69.0,NO
20980,Sales & Marketing,region_31,,m,other,1,34.0,3.0,4,NO,51.0,NO
63484,Analytics,region_29,Master's & above,m,other,1,38.0,3.0,4,NO,81.0,NO
57264,HR,region_5,Bachelor's,f,sourcing,1,32.0,5.0,7,NO,52.0,NO
60486,Operations,region_2,Bachelor's,m,other,1,38.0,2.0,10,NO,59.0,NO
5212,Sales & Marketing,region_29,Master's & above,m,sourcing,1,47.0,3.0,17,NO,49.0,NO
44764,Operations,region_32,Bachelor's,f,other,1,42.0,5.0,15,NO,65.0,NO
74447,Operations,region_22,Master's & above,m,other,1,31.0,5.0,4,NO,57.0,YES
3957,Technology,region_2,Master's & above,m,sourcing,2,38.0,3.0,9,NO,91.0,YES
39359,Technology,region_2,Bachelor's,f,sourcing,1,32.0,1.0,4,NO,72.0,NO
67043,Operations,region_2,Below Secondary,m,sourcing,1,23.0,3.0,2,NO,59.0,NO
44245,Sales & Marketing,region_22,Master's & above,f,sourcing,1,41.0,5.0,13,NO,44.0,NO
6110,Technology,region_16,Bachelor's,m,sourcing,1,51.0,5.0,3,YES,84.0,NO
37480,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45.0,4.0,12,NO,44.0,NO
10471,Sales & Marketing,region_32,,m,sourcing,1,34.0,3.0,5,NO,46.0,NO
68376,Sales & Marketing,region_13,Bachelor's,m,,1,29.0,,1,YES,92.0,YES
10233,Analytics,region_30,Bachelor's,m,other,1,30.0,3.0,4,NO,90.0,NO
40681,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38.0,4.0,4,NO,48.0,NO
63806,Operations,region_22,Bachelor's,f,sourcing,1,48.0,5.0,3,NO,63.0,YES
43489,HR,region_7,Master's & above,m,other,1,38.0,4.0,3,NO,49.0,NO
5777,Legal,region_2,Bachelor's,m,other,1,31.0,3.0,4,NO,59.0,NO
288,Legal,region_22,Bachelor's,m,,1,30.0,4.0,3,NO,62.0,NO
11102,Technology,region_13,Bachelor's,m,referred,1,31.0,3.0,3,NO,80.0,YES
64826,Sales & Marketing,region_4,Master's & above,f,sourcing,1,34.0,3.0,9,NO,,NO
32340,Sales & Marketing,region_2,Master's & above,m,sourcing,1,60.0,1.0,11,NO,48.0,NO
14958,Operations,region_2,Master's & above,m,sourcing,1,40.0,2.0,12,NO,58.0,NO
13418,Procurement,region_26,Master's & above,m,sourcing,1,55.0,3.0,7,NO,69.0,NO
49877,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,45.0,3.0,5,NO,48.0,NO
31551,Sales & Marketing,region_6,Bachelor's,m,sourcing,2,29.0,1.0,4,NO,51.0,NO
34471,R&D,region_26,Master's & above,m,other,1,27.0,4.0,5,NO,84.0,NO
76873,Sales & Marketing,region_28,Master's & above,f,,1,34.0,4.0,7,NO,64.0,YES
40820,Analytics,region_20,Bachelor's,m,sourcing,2,28.0,3.0,4,NO,85.0,NO
9970,Sales & Marketing,region_2,Bachelor's,m,referred,1,37.0,1.0,5,NO,50.0,NO
56024,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,35.0,4.0,9,YES,50.0,NO
12831,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,30.0,2.0,3,NO,51.0,NO
35457,Analytics,region_2,Bachelor's,m,sourcing,1,36.0,3.0,5,NO,81.0,NO
67745,Operations,region_27,Master's & above,f,other,1,39.0,5.0,4,NO,62.0,NO
14080,Technology,region_13,Master's & above,m,other,1,54.0,1.0,4,NO,78.0,NO
6619,Sales & Marketing,region_2,Bachelor's,m,other,2,25.0,,1,NO,50.0,NO
2552,Legal,region_26,Bachelor's,m,sourcing,1,34.0,1.0,6,NO,,NO
46198,Sales & Marketing,region_29,Master's & above,m,sourcing,1,32.0,1.0,7,NO,47.0,NO
74371,Finance,region_26,Bachelor's,m,other,1,29.0,5.0,6,NO,66.0,NO
17514,Technology,region_14,Bachelor's,m,other,3,32.0,5.0,5,NO,84.0,YES
37687,,region_29,Bachelor's,f,sourcing,1,27.0,3.0,2,NO,53.0,NO
41750,Procurement,region_7,Bachelor's,f,sourcing,1,32.0,5.0,7,NO,73.0,YES
3631,Sales & Marketing,region_4,Master's & above,m,sourcing,2,40.0,1.0,3,NO,51.0,NO
66626,Sales & Marketing,region_22,Bachelor's,m,other,8,26.0,,1,NO,47.0,NO
72122,Sales & Marketing,region_20,Master's & above,m,other,1,35.0,4.0,9,NO,,NO
33770,Operations,region_29,Bachelor's,m,sourcing,1,34.0,4.0,2,NO,,NO
69513,Analytics,region_22,Master's & above,f,,1,32.0,1.0,6,NO,85.0,NO
67245,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,26.0,,1,YES,90.0,YES
369,Technology,region_31,Bachelor's,m,other,2,29.0,3.0,2,NO,79.0,NO
5911,Operations,region_13,Bachelor's,m,other,3,38.0,4.0,12,NO,58.0,NO
39041,Operations,region_14,Master's & above,m,other,1,38.0,5.0,7,NO,58.0,NO
54598,Operations,region_30,Bachelor's,m,,1,45.0,5.0,7,NO,57.0,NO
64874,Sales & Marketing,region_7,Bachelor's,m,other,2,31.0,4.0,6,NO,48.0,NO
22416,Analytics,region_2,,m,,1,26.0,5.0,5,NO,84.0,NO
76198,Technology,region_2,Bachelor's,f,sourcing,1,42.0,1.0,4,NO,79.0,NO
47111,Analytics,region_22,Master's & above,m,sourcing,1,27.0,,1,NO,85.0,NO
10025,Analytics,region_34,Bachelor's,m,other,1,27.0,4.0,3,NO,88.0,NO
78132,Sales & Marketing,region_4,Master's & above,m,other,1,57.0,1.0,16,NO,47.0,NO
12109,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,47.0,1.0,6,NO,50.0,NO
20760,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,41.0,3.0,15,NO,54.0,NO
63610,Analytics,region_31,Bachelor's,m,sourcing,1,29.0,3.0,6,NO,85.0,NO
926,Technology,region_10,Bachelor's,m,,1,33.0,3.0,7,NO,80.0,NO
50934,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,33.0,4.0,5,NO,46.0,NO
10265,HR,region_26,Bachelor's,m,other,1,31.0,5.0,9,NO,47.0,NO
51856,Sales & Marketing,region_23,Bachelor's,m,other,1,33.0,3.0,9,NO,52.0,YES
38641,Operations,region_4,Master's & above,m,sourcing,1,42.0,3.0,5,NO,65.0,NO
34952,Technology,region_7,Bachelor's,f,other,2,31.0,3.0,5,NO,76.0,NO
51395,Sales & Marketing,region_2,Master's & above,f,sourcing,2,35.0,3.0,9,NO,49.0,NO
51090,Technology,region_2,Bachelor's,f,other,1,47.0,3.0,17,NO,84.0,NO
8403,Analytics,region_31,Master's & above,m,sourcing,1,35.0,5.0,9,NO,85.0,NO
59652,R&D,region_2,Master's & above,m,other,2,42.0,1.0,14,NO,87.0,NO
3790,Sales & Marketing,region_22,Master's & above,m,other,1,41.0,5.0,6,NO,49.0,NO
36105,Procurement,region_23,Bachelor's,m,other,1,33.0,4.0,2,NO,70.0,NO
75204,Operations,region_32,Bachelor's,m,sourcing,1,27.0,5.0,5,NO,63.0,NO
